0	05professor i bet hes a starbucks queer
0	_____0__o______ faggot
0	&#128514;&#128514; fucc nicca yu pose to be pullin up
0	&#128514; &#8220;bossmobbe: racist all month  fuck u honkey&#8221;
0	&#193;lbum de fotos: gaywrites: in the making a project by and for queer students at harvard highlights the 
0	1sleepinggiant: those littleisis faggots usually have bags over their heads anyway
0	1sleepinggiant: whatever fuck all those assholes theyre niggers they all look alike to me
0	2014samanthakay good enough fag
0	202sole: nike dc is trash
0	2 beer queer
0	2 hoes 1 dyke
0	_2kkz: this faggit bitch tried to say she hoed for hd bearfaced bitch yusa fag
0	4 old hoes a ponk and a dyke outchea having girl talk
0	5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad i missed the free throw &#128514;&#128514;&#128514;
0	602strangeangel: your swags off fag sauce
0	80sbaby4life im gonna be an old ass man still playing video games
0	80sbaby4life: the hoes are for everybody my nigga
0	81614 mo govjaynixon let &#8220;kill some crackers kill their babies new black panthers hijack hisferguson presser 
0	&#8220;187xo_: this ma niggah trigga_tre123 &#128076;&#8221;
0	&#8220;alexadelsanter: this is awkward u fag corleyhuff vitchhhh &#8221; wonder whos awesome tank that is &#128522;
0	&#8220;_bitchbuh: shoot that nigga and his shorty bitch &#128299;&#128514;&#8221; &#8252;&#65039;&#8252;&#65039;
0	&#8220;bixxhmakemerich: if u ask me every bitch gay&#8221;or bi
0	&#8220;crowdifornia: we agree do you? &#8221; fuck yes i do send those illegal wetbacks home
0	&#8220;dickfurari: hell ya they should make more malt liquor ads like this &#8221;- dis be heaven fo a colored man
0	&#8220;dnumberbefore2: &#8220;vice504fly: dnumberbefore2 u a regular nig u played out b&#8221; lol ima b ig famous&#8221;these days that counts for somethin
0	&#8220;freddiegibbs: tea bag a bitch&#8221; pahahaha
0	&#8220;funnypicsdepot: fucking white people &#8221; bitch wut?
0	&#8220;glitteredinpink: west305 you like 58 you needs to&#8221;1 you a hoe 2 im 510(breaking11) 3suck my dick
0	&#8220;_honeysays: my phone charging backwards &#128533;&#8221; retarded
0	&#8220;iamkrause: no need to thank me killing niggers is its own reward&#8221; dis my pal from our graduation when we was 26
0	&#8220;inkmyholebody: this nigga is a fuckin faggot &#8221;
0	&#8220;kaylendenise_: i hate that bitch &amp; the fact that oomf likes her just no &#128528;&#8221; retweeettt 1000x
0	&#8220;kitty_hello14: im_yung_jay &#127850;&#127850;&#127850;&#127850;&#127850; bitch ass nigga fuck you  &#128079;&#128079;&#128079;&#128079;&#128079;&#128077;&#128077;&#128077;&#128077;&#128077;&#8221; &lt;= these hoes aint got no mannersrealtalk
0	&#8220;maxwell_larsen: when you live this gay you cant be afraid of two black dicks in your butt you fucking queer
0	&#8220;medaoriginbitch: that one friend who you greet with an insult&#8221; morbidmermaid evanbecker513 niggers
0	&#8220;mikeypdacav5: i love the song john doedope&#8221; mirandawigley edenbaby101 faggots
0	&#8220;milf_chronicles: dudes shaving without it being for an athletic purpose is gay af&#8221; youre retarded
0	&#8220;moffettmm: just got done with my last final and im walkin around campus like i own this place&#8221; queer
0	&#8220;my_fish_died: you dammn weed potheads are annoying af on twitter&#8221; weed and pot are the same thing faggot
0	&#8220;niggaimtatted: cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga
0	&#8220;nochillpaz: white kids favorite activities1 calling people niggers on xbox2fucking their pet3 shooting up their school&#8221;
0	&#8220;rocafella123 waymoflydenu: if fleek in yo vocabulary you a faggot&#8221;
0	&#8220;simplyhype: kobebryant shut the fuck up you fucking trash nigga work on another ring&#8221; 
0	&#8220;spannerhead29: vertrellcarterfaggot&#8221;respect
0	&#8220;tedddydgaf: im proud to be african american - proud african americanim proud to be white - racist&#8230;
0	&#8220;thejanicexxx: o u unfollowed me so i cant dm u so ill say it here youre a rude cunt lmao&#8221; you can dm me
0	&#8220;tp_three: westsideflee kekepalmer damn they got wifey &#128561;&#128561;&#128534;&#128534;&#128555;&#128553;&#128553;&#128553;&#8221;fall back nigga &#128299; i dont share my hoes
0	&#8220;ttevy_8: i want affection 247 but i also want to be left alone 247 do you see the issue here?&#8221;fag
0	&#8220;waymoflydenu why yall think its ok to be faggots?&#8221; and want us to be cool with them
0	a1lovely_: at least i say im crazysome nigga gotta find out a bitch wild when she shooting at they ass &#128514;
0	aasthaxoxo oh shut your mouth i was talkin about the morning you fag
0	abc7: missing 26-yr-old usc medical student last seen tuesday may harm himself 
0	abstraktalante: i really hate a disrespectful ass bitch in class the professor is talking you stfu bitch
0	accept your flaws and imperfections because thats what makes you you see im a fuck small dick faggot with parents who dont love me
0	adolfhibsta: only a faggot would turn down hairy pussy
0	agreasymonkey huntermoore faggot
0	a guy claiming to be republican called c-span news and said republicans hate that nigger obama 
0	ahah fucking queer kingjames kill urself
0	ah nigga dat cares about opinions and get involve in hoe shit either gay broke or aint getting enough pussy
0	aint nobody wearing those new westbrook jordans but mexicans &amp; trailer park trash white girls
0	aint nuttin but a white trash party
0	aint shit like fucking another nigga bitch and askin her who pussy is this and she say yours lmao no bitch im stealing this pussy lol
0	ajade___: everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &#128586;&#128566;
0	aldofelix naw dude i wish theyre white trash
0	alexishope_2014: you got niggas &amp; i got bitches but i want you &#128149;&#127926;
0	alexissert leave dyke
0	alfanolisa: chris_1791 mariachappellen gee isnt cracker a racist term? so tired of these race baiters
0	alfieheydrich but i live in the south lot more here my pop lives in rhode island hardly no niggers there
0	alicia112794 so basically you like the background music fag
0	all da lil bald headed bitches standn outside of kevin gates tryna get in &#128514;&#128514;&#128514;
0	allsportsbruh you say waste a draft pick on manziel when we have mallet thats why im telling you to delete your account youre retarded
0	all you muzzy lovers need to do one thing tell muzzies in the mideast to leave israel alone dont start no shit wont be no shitisrael
0	almost got to see a white boy get beat around today but he ran like a bitch
0	al noooo  too late fuckin faggot  lmao
0	already more yellows than the last 2 years combinedindycarhonda200
0	alright ya faggots lets just stop with all the so and rt no one gives a fuck on what you think of other people probably lying anyways
0	alyssawiens faggot
0	amandabynes i can give you some of my clothes so you can look like a cute dyke
0	amarierubio chink eyed 
0	america is white trash and so are all americans
0	americanwhitehm i hate that nigger
0	americanwhitehm those niggers disgust me they should have dealt with 100 years ago we wouldnt be having these problems now
0	amour_tajiana: only fuck niggas would wanna continue to mess with these messy ass bitches vs somebody who has been down for them all a&#8230;
0	&amp;when they say him they mean dyke ronwcw 
0	and im definitely top 3 at makin beats in the city but yall niggers love your trap beats so yall probably wont admit that
0	and i wanna say something soooooo bad to these two cunts on twitter eh
0	andreberto cant wait for more peds is that it? roid munching faggot
0	andrewjburns1 tommy_russell_ homo ass crackers
0	_andrizzy_ aw drake is do you sit in the corner and cry when you listen to him? lmfao pussy dick rider how drakes cock taste faggot
0	and the jew deuterostomes favorited my tweet though lol dont have anymore time for this trash
0	_angelaaau hey fag i &lt;3 you
0	a nicca say he ballin ask em where his title n his deeds at not wher his clothes n his keys at
0	animeking420 fight me 1 on 1 ur choice of game faggot see what happens
0	ankles &#128128;&#128514;&#8220;saina_faal: &#8220;martian_mulah: hood bitches with long weave is the worst thing ever&#8221; weave that be touching their ashy ankles &#128567;&#8221;
0	annnna_dav69: i hate trailer trash &#128567;
0	anony386 turntolive tweenki_ they are wrong you are a nigger always causung mischief among ur own people
0	anthonybialy: well maryland is just a bunch of hateful rednecks anyway
0	anthonycampos23: lebron your still a bitch you suck nigger hope you die
0	anthonycumia you be totally correct anthony can&#8217;t be livin round dem colored folk day be bringin down da hood and dem propery value
0	anticvlum: noneshallpass97 trash eating trash
0	antoniofrench the you&#8217;re going 2have 2 kill crackers &amp; their babies&#8221; new black pantherscredibilityshotfergusonriotjustice4mikebrown
0	anuglynigga this is retarded
0	anyone who came to the us as an indentured servant is white trash
0	apaches 30 mm rounds turn jihadis into tomato soup markrothschild1 rockprincess818 nofear3136 lanna70115
0	aravosis may i jump in u ball-less dick-wad? as a conservative feminist disabled vet bitch i wish u luck with a capital f dloesch
0	arbogucci: brandon phelps a hoe ass nigga and wen i see him ima smack him like da lil bitch he is300
0	arbogucci guys not supposed to get their ass sucked queer
0	ariesspears: these young cats being drafted in the nba today are walking lotto tickets wait till these niggas find out that pussy come&#8230;
0	aryanliving welcome to the movement anyone who gets even minor publicity is a queer fed or jew (well according to the internet)
0	as always eli has the stupid hick hayseed look on his face giants fans kill yaselves its gonna be a&#8230; 
0	asap_ford: i hate when a nigga ask me where the hoes?  nigga idfk 
0	ashhruggiero happy birthday queer
0	ashlingwilde: itsnotadam is bored supposed to be cute you faggot? sometimes
0	asshole_god: hate fags? the answers yes
0	asshole_king oh no they drafted that gay ass that come out on tv? well u welcome to redskins nation no queers just a lot of niggers
0	asshole_king pats owner is a kike
